,number,activity-Active,activity-Awaiting Evidence,activity-Awaiting Problem,activity-Awaiting User Info,activity-Awaiting Vendor,activity-Closed,activity-New,activity-Resolved,activity-Update category,activity-Update priority,activity-Update unknown attribute,category_Collectors,category_Database,category_Desktop,category_Global web governance,category_Home office,category_Information security,category_Infrastructure,category_Internet,category_Mobile device,category_Network,category_Notebook,category_OTCS - PABX,category_Office pack,category_Others,category_Passwords and access,category_Peripheral,category_Plugin,category_Printer,category_Radio frequency antenna,category_Remote access,category_Request,category_SAP,category_SAP CRM,category_SAP ECC,category_SAP ECC EN,category_SAP GRC,category_Scanner,category_Server,category_Software,category_Software - industry,category_Successfactors,category_Telephony,category_Telephony portal,category_Terminal,category_Unproductive call
7435,INC0011370,0.3269662267,0,0,0.4095131668,0,0.05425347534,0,0.05428178964,0,0,0.8482346966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436,INC0011371,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7437,INC0011372,0.4834631434,0,0,0.8073597279,0,0.1604419881,0,0.160525721,0,0,0.2508456099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7438,INC0011374,0.2833032141,0,0,0,0,0.188033903,0.2667324389,0.1881320359,0,0,0.8819539009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7439,INC0011375,0.9052176624,0,0,0,0,0.3004053637,0,0.300562142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7440,INC0011377,0.235784993,0,0,0,0,0.1564951271,0,0.1565768003,0,0.8098983484,0.4893496532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,INC0011378,0.1043177203,0,0,0.1742054744,0,0.06923771818,0,0.0692738526,0,0,0.9742574288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,INC0011379,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7443,INC0011380,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7444,INC0011381,0.5778909773,0,0,0.4825247887,0,0.1917787913,0,0.1918788786,0,0,0.5996792791,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7445,INC0011383,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7446,INC0011385,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7447,INC0011387,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7448,INC0011389,0.6597815345,0,0,0,0,0.2189549763,0,0.2190692466,0,0,0.6846573671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7449,INC0011395,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7450,INC0011396,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7451,INC0011401,0,0,0,0,0,0.3154402097,0.8949251715,0.3156048345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7452,INC0011402,0.9052176624,0,0,0,0,0.3004053637,0,0.300562142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7453,INC0011408,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,INC0011409,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,INC0011412,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7456,INC0011414,0,0,0,0,0,0.1537675856,0.2181245109,0.1538478352,0.620430168,0,0.7212312234,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7457,INC0011416,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7458,INC0011419,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7459,INC0011420,0.1862153617,0,0,0.1554852586,0,0.06179739502,0,0.06182964641,0,0,0.9661813237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,INC0011421,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,INC0011422,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,INC0011423,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7463,INC0011425,0.2136894181,0,0,0.3568508434,0,0.1418298604,0,0.1419038799,0,0,0.8869847167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7464,INC0011426,0,0,0,0,0,0.1960666784,0.2781272019,0.1961690035,0,0,0.9196308168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7465,INC0011427,0.5576248152,0,0,0.4656030406,0,0.1850532666,0.2625043055,0.1851498439,0,0,0.5786490192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7466,INC0011428,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7467,INC0011429,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7468,INC0011433,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7469,INC0011434,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470,INC0011435,0.9052176624,0,0,0,0,0.3004053637,0,0.300562142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7471,INC0011436,0,0,0,0.4424098025,0,0.1758351471,0.2494280919,0.1759269136,0,0,0.8247368767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7472,INC0011438,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7473,INC0011439,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7474,INC0011440,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7475,INC0011441,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7476,INC0011442,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7477,INC0011443,0,0,0,0.8716783712,0,0.3464473295,0,0.3466281367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7478,INC0011444,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7479,INC0011445,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7480,INC0011446,0,0,0,0.2976490102,0,0.118300176,0.1678127931,0.1183619156,0,0,0.9247915757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7481,INC0011447,0.4019722968,0,0,0,0,0.2667969021,0,0.2669361405,0,0,0.8342558256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7482,INC0011448,0.9052176624,0,0,0,0,0.3004053637,0,0.300562142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7483,INC0011450,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7484,INC0011454,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7485,INC0011455,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7486,INC0011456,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7487,INC0011457,0.2939529475,0,0,0,0,0.19510234,0,0.1952041619,0,0,0.9151076859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7488,INC0011458,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7489,INC0011459,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7490,INC0011460,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7491,INC0011461,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7492,INC0011462,0,0,0,0,0,0.2692788997,0.3819812092,0.2694194334,0,0,0.8420168638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7493,INC0011463,0,0,0,0.4424098025,0,0.1758351471,0.2494280919,0.1759269136,0,0,0.8247368767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7494,INC0011465,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7495,INC0011466,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7496,INC0011467,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7497,INC0011468,0,0,0,0.5609045984,0,0.2229307353,0.3162347735,0.2230470805,0,0,0.697089296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7498,INC0011469,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7499,INC0011470,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7500,INC0011471,0,0,0,0,0,0.2245762459,0.6371379717,0.2246934498,0,0,0.7022346961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7501,INC0011472,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7502,INC0011473,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7503,INC0011474,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7504,INC0011475,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7505,INC0011476,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7506,INC0011477,0.1059375775,0,0,0,0,0.07031284918,0,0.0703495447,0,0,0.9893858067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7507,INC0011478,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7508,INC0011484,0.05885363922,0,0,0.1965653796,0,0.03906231535,0,0.03908270155,0,0,0.9771616952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7509,INC0011485,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7510,INC0011486,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7511,INC0011490,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,INC0011491,0,0,0,0,0,0.2692788997,0.3819812092,0.2694194334,0,0,0.8420168638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,INC0011492,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,INC0011494,0.4019722968,0,0,0,0,0.2667969021,0,0.2669361405,0,0,0.8342558256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7515,INC0011496,0,0,0,0.4424098025,0,0.1758351471,0.2494280919,0.1759269136,0,0,0.8247368767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,INC0011497,0,0,0,0.5609045984,0,0.2229307353,0.3162347735,0.2230470805,0,0,0.697089296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7517,INC0011499,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,INC0011501,0.1863318738,0,0,0,0,0.1236721214,0,0.1237366646,0,0,0.9667858486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,INC0011502,0,0,0,0,0,0.2692788997,0.3819812092,0.2694194334,0,0,0.8420168638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7520,INC0011503,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7521,INC0011504,0.07166436645,0,0,0.1196759757,0,0.04756504642,0.06747262401,0.04758987011,0.1919181447,0,0.9667623911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7522,INC0011505,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,INC0011507,0.155167029,0,0,0,0,0.1029874023,0.1460911067,0.1030411503,0,0,0.9661038753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7524,INC0011508,0.1054145276,0,0,0,0,0.06996569071,0.09924869411,0.07000220505,0,0,0.9845008723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525,INC0011509,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,INC0011510,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527,INC0011511,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7528,INC0011514,0.1502062347,0,0,0.250837042,0,0.09969482577,0.1414204758,0.09974685543,0,0,0.9352168845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7529,INC0011516,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7530,INC0011517,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7531,INC0011518,0.256089442,0,0,0.4276568029,0,0.1699715884,0.2411104359,0.1700602947,0,0,0.7972344508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7532,INC0011519,0,0,0,0,0,0.474286915,0,0.4745344402,0,0,0.7415315147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,INC0011520,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7534,INC0011521,0,0,0,0,0,0.1960666784,0.2781272019,0.1961690035,0,0,0.9196308168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7535,INC0011523,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7536,INC0011524,0.4019722968,0,0,0,0,0.2667969021,0,0.2669361405,0,0,0.8342558256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7537,INC0011525,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7538,INC0011527,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7539,INC0011528,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7540,INC0011529,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7541,INC0011533,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7542,INC0011536,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7543,INC0011537,0.2833032141,0,0,0,0,0.188033903,0.2667324389,0.1881320359,0,0,0.8819539009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7544,INC0011538,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7545,INC0011539,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7546,INC0011545,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7547,INC0011546,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7548,INC0011547,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
